,station,time,lat,lon,y,x,bathy,u_water,v_water,u_wind,v_wind,temp,salinity,surface_elev
24,"8770933 Clear Lake,",2019-10-02 19:59:52.968750,29.55629539489746,264.98248291015625,5435745.5,637754.875,3.0,-0.0036942309234291315,0.014555254019796848,-5.547528266906738,1.2946645021438599,28.948732376098633,9.146645545959473,0.12054118514060974
25,8770971 Rollover Pa,2019-10-02 19:59:52.968750,29.514860153198242,265.48974609375,5432607.5,687082.625,3.0,-0.04829666018486023,0.033205579966306686,-3.922832727432251,1.1443737745285034,28.921585083007812,4.119965553283691,0.0680747851729393
26,"8771013 Eagle Pt, T",2019-10-02 19:59:52.968750,29.47802734375,265.0788879394531,5427327.5,647348.625,3.0,-0.01764579303562641,-0.006409438792616129,-6.29539680480957,1.6392282247543335,29.046649932861328,14.87140941619873,0.1176987811923027
27,8771450 Galvest Pie,2019-10-02 19:59:52.968750,29.310361862182617,265.2078857421875,5409098.5,660411.3125,11.234999656677246,0.16255110502243042,0.05540110915899277,-5.3243327140808105,-1.0403029918670654,28.85374641418457,21.319440841674805,0.12804999947547913
28,8771510 Galvest Pl ,2019-10-02 19:59:52.968750,29.283029556274414,265.2115478515625,5406078.5,660856.3125,3.562000036239624,-0.061070654541254044,-0.01802504062652588,-5.524531364440918,-0.7751950621604919,29.000558853149414,22.456239700317383,0.18413881957530975
29,8772447 USCG Freepo,2019-10-02 19:59:52.968750,28.936359405517578,264.7026672363281,5366289.5,612367.25,3.806999921798706,-0.07123516499996185,-0.05495438352227211,-4.943478107452393,0.39464911818504333,29.32843017578125,24.964008331298828,0.2017161101102829
30,8773701 Port Oconno,2019-10-02 19:59:52.968750,28.41063690185547,263.64739990234375,5305831.0,510447.46875,3.0,-0.0723167210817337,-0.08192723244428635,-5.882208347320557,-0.490304172039032,29.95000648498535,24.123783111572266,0.18470162153244019
31,8775237 Port Aransa,2019-10-02 19:59:52.968750,27.82365608215332,262.9415588378906,5239796.0,442021.15625,3.071000099182129,-0.10033480077981949,-0.11234374344348907,-5.378396034240723,-0.7881991863250732,30.107643127441406,30.863998413085938,0.1711835414171219
32,8775870 Corpus Chri,2019-10-02 19:59:52.968750,27.579660415649414,262.7801818847656,5212588.5,426397.28125,3.4809999465942383,-0.0688968077301979,-0.12608702480793,-4.616281986236572,-1.3813005685806274,30.16473960876465,32.024513244628906,0.16636431217193604
33,8779748 S. Padre Is,2019-10-02 19:59:52.968750,25.83448028564453,262.849853515625,5019317.5,435344.0625,13.817500114440918,0.02478441223502159,0.07497421652078629,-4.222052574157715,-2.4900169372558594,30.02051544189453,36.04792022705078,0.2603597044944763
34,TABSV_B TABS Buoy B,2019-10-02 19:59:52.968750,28.981714248657227,265.0821228027344,5372311.5,649224.75,18.98699951171875,-0.1150314062833786,-0.05979204177856445,-6.399470329284668,0.24725987017154694,29.436904907226562,28.44175148010254,0.14316032826900482
35,TABSV_D TABS Buoy D,2019-10-02 19:59:52.968750,27.941490173339844,263.1598815917969,5253117.5,463357.21875,16.402000427246094,-0.20089907944202423,-0.10720796138048172,-5.139667987823486,-1.1857950687408447,30.287424087524414,30.570552825927734,0.1577320396900177
36,TABSV_F TABS Buoy F,2019-10-02 19:59:52.968750,28.8481388092041,265.75946044921875,5359560.0,715735.8125,23.672000885009766,-0.2514970898628235,0.06298423558473587,-7.187900543212891,0.577751100063324,29.136268615722656,32.11301803588867,0.08946134895086288
37,TABSV_H TABS Buoy H,2019-10-02 19:59:52.968750,27.86577033996582,263.4449462890625,5245128.0,491539.09375,33.96900177001953,-0.4013615846633911,-0.4285244941711426,-4.68742036819458,-1.6411718130111694,29.71251106262207,31.867691040039062,0.1177901178598404
38,TABSV_J TABS Buoy J,2019-10-02 19:59:52.968750,26.182249069213867,262.95135498046875,5057958.0,445077.625,21.71269989013672,0.006769184954464436,0.08395934104919434,-4.360476493835449,-2.2695722579956055,30.4852237701416,36.03955841064453,0.12556566298007965
39,TABSV_K TABS Buoy K,2019-10-02 19:59:52.968750,26.220500946044922,263.5380859375,5063006.5,503654.53125,113.9531021118164,-0.08111827075481415,-0.15846149623394012,-4.033149719238281,-1.2421635389328003,29.466064453125,35.16781234741211,0.18493205308914185
40,TABSV_N TABS Buoy N,2019-10-02 19:59:52.968750,27.900299072265625,266.0141906738281,5255426.0,744345.3125,241.32699584960938,-0.05645868554711342,0.021001596003770828,-6.960262298583984,-0.0402785949409008,29.221715927124023,36.341426849365234,0.0241223257035017
41,TABSV_R TABS Buoy R,2019-10-02 19:59:52.968750,29.633649826049805,266.3545837402344,5448717.0,770444.0625,10.494000434875488,-0.15277372300624847,0.07044658809900284,-4.305094242095947,1.3609095811843872,29.427337646484375,19.95552635192871,0.1556181013584137
42,TABSV_V TABS Buoy V,2019-10-02 19:59:52.968750,27.856199264526367,266.41131591796875,5252002.5,783606.75,191.12969970703125,0.09074735641479492,0.09822682291269302,-6.831493377685547,-0.16410736739635468,29.19210433959961,36.0995979309082,0.04129822552204132
43,TABSV_W TABS Buoy W,2019-10-02 19:59:52.968750,28.354541778564453,263.9920349121094,5300235.0,544340.75,22.091999053955078,-0.34182319045066833,-0.1194453164935112,-7.163553714752197,-0.8268357515335083,29.736684799194336,29.610790252685547,0.1404719203710556
44,"mb0101c MB Buoy M, ",2019-10-02 19:59:52.968750,30.130176544189453,271.9326171875,5536358.5,1305543.5,17.735000610351562,-0.4894822835922241,0.0160569678992033,-3.5414857864379883,1.4419305324554443,30.033910751342773,34.790855407714844,0.17620445787906647
45,mb0301c MB St Pier ,2019-10-02 19:59:52.968750,30.673261642456055,271.9875793457031,5596896.0,1305823.0,3.0859999656677246,-0.09819922596216202,-0.08565928041934967,-0.42407119274139404,2.7419497966766357,29.999008178710938,0.3676213324069977,0.22813811898231506
46,mb0401c MB Cont ter,2019-10-02 19:59:52.968750,30.662982940673828,271.97344970703125,5595645.5,1304565.625,4.609000205993652,-0.043550897389650345,0.00244967732578516,-0.7764190435409546,2.7289879322052,30.353321075439453,0.8622420430183411,0.22769346833229065
47,"ps0101c Pascagoa,LB",2019-10-02 19:59:52.968750,30.186899185180664,271.4720153808594,5539046.5,1260746.125,11.751999855041504,-0.2344602793455124,0.15403321385383606,-3.3469107151031494,1.9038646221160889,30.4918270111084,31.038606643676758,0.1954556405544281
48,"ps0201c Pascaga,LB1",2019-10-02 19:59:52.968750,30.212717056274414,271.48968505859375,5542038.5,1262218.25,11.36299991607666,-0.08454390615224838,0.17055964469909668,-3.1572368144989014,2.120836019515991,30.462181091308594,30.6954345703125,0.19570809602737427
49,ps0301c Pasc NG Pie,2019-10-02 19:59:52.968750,30.337583541870117,271.4399719238281,5555481.0,1256349.0,7.0879998207092285,-0.07676094770431519,0.018062163144350052,-2.1483511924743652,2.8838186264038086,30.73143196105957,26.803089141845703,0.2095712572336197
50,ps0401c Pasc HA LB1,2019-10-02 19:59:52.968750,30.195392608642578,271.4804382324219,5540050.5,1261481.375,9.107000350952148,-0.19525116682052612,0.16908985376358032,-3.2887444496154785,1.9686962366104126,30.474658966064453,31.127592086791992,0.19584760069847107
51,"gp0101c Gulfport,LB",2019-10-02 19:59:52.968750,30.192712783813477,271.0124816894531,5536272.0,1216510.0,9.003000259399414,-0.22666245698928833,0.10084319859743118,-2.956393003463745,2.4776535034179688,30.598894119262695,28.641605377197266,0.18507437407970428
52,"gp0201c Gulfport,LB",2019-10-02 19:59:52.968750,30.218120574951172,271.0055847167969,5539034.5,1215634.5,8.491999626159668,-0.20432505011558533,-0.0667780339717865,-2.812445640563965,2.7347145080566406,30.521024703979492,25.82187843322754,0.18866032361984253
53,gp0301c Day Marker ,2019-10-02 19:59:52.968750,30.238210678100586,271.0029602050781,5541240.0,1215214.375,5.3520002365112305,-0.14201544225215912,-0.10438397526741028,-2.7099790573120117,2.9024817943573,30.545562744140625,25.253143310546875,0.1870066374540329
54,gp0401c GP Harbor W,2019-10-02 19:59:52.968750,30.34827423095703,270.916015625,5552798.5,1205945.5,5.39900016784668,-0.017471307888627052,0.011367429979145527,-1.5888357162475586,3.2148520946502686,30.50929832458496,19.156673431396484,0.189441978931427
55,lc0101c Lake Calcas,2019-10-02 19:59:52.968750,29.692935943603516,266.6711120605469,5456508.0,800831.875,9.065999984741211,-0.13257041573524475,0.08019296824932098,-2.607236385345459,2.4718966484069824,29.666378021240234,18.551483154296875,0.18530769646167755
56,lc0201c Cameron Fis,2019-10-02 19:59:52.968750,29.756193161010742,266.6578674316406,5463468.5,799263.0,3.0,-0.11122406274080276,0.017728105187416077,-1.7227282524108887,2.730319023132324,29.72844886779785,17.632156372070312,0.19289489090442657
57,"lc0301c L Chal CTY,",2019-10-02 19:59:52.968750,29.771820068359375,266.7483215332031,5465562.0,807941.5625,3.0,-0.07682838290929794,0.035712603479623795,-1.2262336015701294,2.5742990970611572,29.72860336303711,16.93087387084961,0.20260775089263916
58,sn0101c Sabin LBB 3,2019-10-02 19:59:52.968750,29.62746810913086,266.1960144042969,5447450.0,755110.3125,8.407999992370605,-0.15271736681461334,0.03223773464560509,-4.780875205993652,1.1112123727798462,29.263011932373047,20.56678009033203,0.14579488337039948
59,"sn0201c USCG Sabin,",2019-10-02 19:59:52.968750,29.69341278076172,266.1771545410156,5454694.0,753012.25,3.0,-0.06887797266244888,-0.053472850471735,-3.7957894802093506,1.6227563619613647,28.785526275634766,12.733327865600586,0.1639259308576584
60,sn0601c Port Beaumt,2019-10-02 19:59:52.968750,29.67969512939453,265.9841003417969,5452494.0,734375.8125,3.0,-0.07675501704216003,-0.011987811885774136,-3.9808058738708496,1.6512205600738525,28.974149703979492,18.564847946166992,0.14960744976997375
61,g01010c Bolivar Roa,2019-10-02 19:59:52.968750,29.34050941467285,265.2231750488281,5412484.5,661798.375,7.638999938964844,0.14365838468074799,-0.21999864280223846,-4.996499061584473,-1.5056923627853394,28.90595245361328,12.686532974243164,0.15449084341526031
62,"g02010c Morgans Pt,",2019-10-02 19:59:52.968750,29.685260772705078,265.0158996582031,5450138.5,640596.4375,6.800000190734863,0.02871159091591835,-0.07281984388828278,-4.890318870544434,1.6649123430252075,29.351852416992188,3.351374864578247,0.11931274831295013
63,g04010c Hou Ship En,2019-10-02 19:59:52.968750,29.350645065307617,265.2174377441406,5413592.0,661207.875,15.02400016784668,-0.07484132051467896,-0.2627909183502197,-4.914066791534424,-1.4565939903259277,28.856117248535156,12.01319694519043,0.1465301364660263
64,g05010c Galves Caus,2019-10-02 19:59:52.968750,29.29682159423828,265.1164855957031,5407339.0,651572.5625,3.0,-0.12564504146575928,-0.1197555735707283,-4.993282318115234,-0.7027330994606018,28.959552764892578,19.757211685180664,0.09752757102251053
65,"g06010c Galves Ent,",2019-10-02 19:59:52.968750,29.340696334838867,265.25628662109375,5412600.5,665014.4375,13.741999626159668,0.26764196157455444,0.01963077485561371,-5.203756332397461,-2.049180030822754,28.8896484375,14.334227561950684,0.1744338423013687
66,"8745651 West Pier, ",2019-10-02 19:59:52.968750,30.34827423095703,270.916015625,5552798.5,1205945.5,5.39900016784668,-0.017471307888627052,0.011367429979145527,-1.5888357162475586,3.2148520946502686,30.50929832458496,19.156673431396484,0.189441978931427
67,8744707 GP Outer Ra,2019-10-02 19:59:52.968750,30.23076057434082,271.02154541015625,5540550.0,1217063.25,6.603000164031982,-0.13185638189315796,-0.05191580206155777,-2.786428213119507,2.811495065689087,30.596174240112305,26.16205406188965,0.18504153192043304
68,8744673 Fort Morgan,2019-10-02 19:59:52.968750,30.228078842163086,271.9735412597656,5547516.5,1308577.875,9.086000442504883,0.07005254179239273,0.15523874759674072,-2.6813478469848633,2.9654617309570312,30.472225189208984,33.8557014465332,0.14666855335235596
69,"8741501 Dock C,    ",2019-10-02 19:59:52.968750,30.343156814575195,271.4366455078125,5556072.5,1255980.875,7.318999767303467,-0.052608173340559006,-0.015295200049877167,-2.0463528633117676,2.890350341796875,30.715730667114258,26.738527297973633,0.2103343904018402
70,"8741003 Petit Bois,",2019-10-02 19:59:52.968750,30.213699340820312,271.4995422363281,5542222.0,1263157.125,7.546000003814697,-0.04279770702123642,0.03925066813826561,-3.131002902984619,2.1391537189483643,30.411497116088867,29.753387451171875,0.19273655116558075
71,"8741094 Rear Range,",2019-10-02 19:59:52.968750,30.334470748901367,271.48291015625,5555462.5,1260498.875,12.644000053405762,-0.06682753562927246,0.05134500563144684,-2.455073356628418,2.792725086212158,30.775991439819336,27.23204231262207,0.2098003327846527
72,8771341 GB North Je,2019-10-02 19:59:52.968750,29.35546112060547,265.2782287597656,5414301.5,667096.9375,13.13700008392334,0.3523232042789459,0.1075950488448143,-5.681976318359375,-2.318931818008423,28.763830184936523,17.209482192993164,0.17402127385139465
73,8770822 Texas Point,2019-10-02 19:59:52.968750,29.67654800415039,266.1625671386719,5452771.5,751669.125,3.0,-0.22450067102909088,-0.06465911120176315,-4.051019668579102,1.3893136978149414,29.06043243408203,15.907678604125977,0.1594189554452896
74,"42019_B LLNR 1205, ",2019-10-02 19:59:52.968750,27.93854331970215,264.67364501953125,5255643.5,612318.5,184.69970703125,0.08271203935146332,0.14425410330295563,-6.4277801513671875,-0.09611140191555023,29.401626586914062,36.364105224609375,0.038391999900341034
75,"42020_B LLNR 1330, ",2019-10-02 19:59:52.968750,26.94124412536621,263.2818603515625,5142461.5,476925.78125,88.65299987792969,0.1585061252117157,-0.09359081834554672,-4.340301513671875,-1.907622218132019,29.87248992919922,33.9587516784668,0.09891752898693085
76,PTAT2_C Port Aransa,2019-10-02 19:59:52.968750,27.82900047302246,262.9470520019531,5240394.5,442555.5,3.0239999294281006,-0.09494750946760178,-0.12754926085472107,-5.421900749206543,-0.7755073308944702,30.073657989501953,30.804750442504883,0.17273344099521637
77,"42035_B LLNR 1145, ",2019-10-02 19:59:52.968750,29.2313232421875,265.59014892578125,5401484.0,697839.4375,15.847000122070312,-0.3077465891838074,0.0029483791440725327,-5.7721848487854,0.23066581785678864,29.35958480834961,27.258331298828125,0.14372970163822174
78,"MRSL1_T  Marsh Is, ",2019-10-02 19:59:52.968750,29.439292907714844,267.9407653808594,5434061.0,925139.4375,3.88700008392334,-0.46559205651283264,0.2592660188674927,-0.5124236345291138,0.8587003946304321,29.74088478088379,5.5977935791015625,0.140514075756073
79,ILDL1_T  Is Dernier,2019-10-02 19:59:52.968750,29.052461624145508,269.4669189453125,5399696.0,1075796.375,6.446000099182129,-0.18674708902835846,0.07991015911102295,-6.054117202758789,-1.6182730197906494,29.251123428344727,27.699756622314453,0.15139135718345642
80,SPLL1_T  S. Timbali,2019-10-02 19:59:52.968750,28.864164352416992,269.5183410644531,5379175.5,1082122.75,18.29400062561035,-0.4280916452407837,-0.0689203217625618,-7.935308456420898,-3.5574488639831543,28.964155197143555,29.722688674926758,0.11590201407670975
81,LUML1_T  Marine Cen,2019-10-02 19:59:52.968750,29.2053165435791,269.3788146972656,5416076.5,1066170.625,3.0,0.006834918633103371,0.006659783888608217,-4.535999298095703,0.29312753677368164,29.763498306274414,26.453405380249023,0.13015317916870117
82,TRBL1_T  Terrebonn ,2019-10-02 19:59:52.968750,29.165494918823242,269.42010498046875,5411920.0,1070457.625,3.0,-0.015177936293184757,0.02587641030550003,-5.692651748657227,-0.5027627944946289,29.44786262512207,27.159679412841797,0.12454880774021149
83,"BURL1_C  SW Pass,  ",2019-10-02 19:59:52.968750,28.903234481811523,270.5699157714844,5390440.0,1184217.75,12.291000366210938,-0.8449552059173584,-0.4932003915309906,-6.018767833709717,-1.9846305847167969,28.382678985595703,15.468748092651367,0.14637722074985504
84,"42067_B  USM3M02,  ",2019-10-02 19:59:52.968750,30.038433074951172,271.34747314453125,5521673.5,1250056.375,20.548999786376953,-0.4151372015476227,-0.005497066769748926,-4.184576034545898,0.36456483602523804,30.30680274963379,32.9034309387207,0.1715725064277649
85,42040_B  Lake Offsh,2019-10-02 19:59:52.968750,29.216114044189453,271.7689208984375,5433977.5,1298044.375,199.3907928466797,0.021947599947452545,0.12600980699062347,-6.159010887145996,-1.9871692657470703,28.786270141601562,34.901432037353516,-0.10216124355792999
86,MBLA1_C  Mid-Mob Ba,2019-10-02 19:59:52.968750,30.436363220214844,271.9875183105469,5570675.0,1308001.125,9.720999717712402,-0.0325164869427681,0.22089529037475586,0.9631238579750061,4.549428462982178,30.720043182373047,10.254460334777832,0.18323364853858948
87,MHPA1_C  Meaher Par,2019-10-02 19:59:52.968750,30.66763687133789,271.98968505859375,5596290.0,1306076.25,3.0,-0.1003422886133194,-0.12232130765914917,-0.25717949867248535,2.9419872760772705,30.03418731689453,0.39060401916503906,0.226958230137825
88,"CRTA1_C  Ceder Pt, ",2019-10-02 19:59:52.968750,30.30856704711914,271.8586730957031,5555509.5,1296808.75,3.0,0.08981408178806305,-0.012401065789163113,-1.5264536142349243,2.7970709800720215,30.850116729736328,14.006638526916504,0.1706944853067398
89,KATA1_C  Katrina Cu,2019-10-02 19:59:52.968750,30.257247924804688,271.7839660644531,5549242.5,1290099.5,4.218999862670898,-0.07428649067878723,0.04734046384692192,-2.4534950256347656,2.409456968307495,30.901859283447266,19.643287658691406,0.1834316998720169
90,DPHA1_C  Dauphin Is,2019-10-02 19:59:52.968750,30.252920150756836,271.919921875,5549837.5,1303198.875,3.0,0.010732006281614304,-0.008822291158139706,-2.279182195663452,2.835170269012451,30.50665855407715,21.478397369384766,0.15004046261310577
91,BSCA1_W  Bon Secour,2019-10-02 19:59:52.968750,30.33016586303711,272.17034912109375,5560398.0,1326528.125,3.0,0.008515332825481892,-0.036273956298828125,-1.0680890083312988,0.9655749797821045,31.000835418701172,18.589855194091797,0.19012750685214996
92,42012_B  Orange Bea,2019-10-02 19:59:52.968750,30.066381454467773,272.43927001953125,5533438.0,1354870.625,27.59600067138672,-0.5395515561103821,0.040741514414548874,-3.663743019104004,-0.21471957862377167,30.283323287963867,34.73976135253906,0.1735614389181137
0,8729108 Panama City,2019-10-02 20:11:50.156250,30.122159957885742,274.26678466796875,5556146.0,1529913.625,15.54640007019043,0.025351010262966156,0.08174337446689606,0.2939997613430023,1.2322380542755127,29.32343292236328,34.806480407714844,0.22376196086406708
1,"8729501 Valparaiso,",2019-10-02 20:11:50.156250,30.484710693359375,273.52734375,5589219.5,1455070.0,3.3910000324249268,0.01967551000416279,-0.0036910444032400846,-0.7375841736793518,1.334919810295105,30.57647132873535,20.082286834716797,0.18595412373542786
2,"8729840 Pensacola, ",2019-10-02 20:11:50.156250,30.402843475341797,272.7876281738281,5573601.5,1385037.75,8.359999656677246,-0.020154835656285286,0.04614083096385002,-0.8662401437759399,2.9547407627105713,30.52330207824707,26.078184127807617,0.18171614408493042
3,8729941 Blue Angles,2019-10-02 20:11:50.156250,30.301612854003906,272.6007080078125,5560811.0,1368104.0,5.11899995803833,-0.12584897875785828,-0.014817841351032257,-2.3134801387786865,1.802206039428711,30.56068229675293,32.79177474975586,0.22672979533672333
4,8731439 Gulf Shores,2019-10-02 20:11:50.156250,30.24783706665039,272.3187255859375,5552506.0,1341550.375,6.381999969482422,-0.2978251874446869,-0.02713755890727043,-3.1660523414611816,1.5595755577087402,30.566524505615234,33.64628982543945,0.23020362854003906
5,"8732828 Weeks Bay, ",2019-10-02 20:11:50.156250,30.37752914428711,272.1572265625,5565531.5,1324825.125,3.0,0.02063603699207306,-0.004207386635243893,0.17114265263080597,1.2863399982452393,31.173858642578125,17.912700653076172,0.19716347754001617
6,8735181 Dauphin Is ,2019-10-02 20:11:50.156250,30.250030517578125,271.9248352050781,5549556.5,1303697.25,3.0,0.15340930223464966,0.36624011397361755,-2.2042393684387207,2.9703147411346436,30.451744079589844,22.49543571472168,0.1587967574596405
7,"8736897 CG Mobile, ",2019-10-02 20:11:50.156250,30.644760131835938,271.9434509277344,5593390.0,1301862.125,3.0,-0.047092504799366,-0.02838173881173134,-1.3926385641098022,2.1500093936920166,30.583784103393555,2.139437437057495,0.23943990468978882
8,8737048 Mobile St D,2019-10-02 20:11:50.156250,30.677701950073242,271.9854431152344,5597370.5,1305577.625,4.544000148773193,-0.02855559252202511,-0.010628867894411087,-0.44195669889450073,3.0932247638702393,30.083772659301758,0.36167821288108826,0.24196040630340576
9,8741041 Pascagoula ,2019-10-02 20:11:50.156250,30.334470748901367,271.48291015625,5555462.5,1260498.875,12.644000053405762,-0.06766580790281296,0.05305136367678642,-2.4070403575897217,2.8715617656707764,30.788782119750977,27.237361907958984,0.21848727762699127
10,8741533 Pascagoula ,2019-10-02 20:11:50.156250,30.343156814575195,271.4366455078125,5556072.5,1255980.875,7.318999767303467,-0.0542779304087162,-0.015879511833190918,-2.011298179626465,2.9727020263671875,30.734134674072266,26.753572463989258,0.22077292203903198
11,8745557 Gulfport Ha,2019-10-02 20:11:50.156250,30.367366790771484,270.9154357910156,5554908.5,1205731.875,3.0,-0.043127160519361496,-0.007151095196604729,-1.5368770360946655,3.3501532077789307,30.566181182861328,19.46048355102539,0.2051808387041092
12,8747437 Bay Wavelan,2019-10-02 20:11:50.156250,30.322189331054688,270.6742858886719,5548197.0,1182939.875,3.0,-0.026489663869142532,0.05445927754044533,-1.138859510421753,2.998018264770508,30.54522705078125,11.526336669921875,0.16645433008670807
13,8761305 Shell Beach,2019-10-02 20:11:50.156250,29.865243911743164,270.3265075683594,5495210.5,1153069.75,3.0,-0.03566697984933853,0.0054467893205583096,-3.0965194702148438,-1.1040315628051758,30.27692222595215,0.5257503986358643,0.006560659501701593
14,"8760922 Pilots Sta,",2019-10-02 20:11:50.156250,28.930145263671875,270.59686279296875,5393605.5,1186625.25,5.297999858856201,-0.2696700096130371,-0.2751193642616272,-5.722047805786133,-1.6138287782669067,28.71299934387207,22.31888771057129,0.1760273277759552
